epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
54,6116.05,0.11571,0.24784,0.95765,0.99234,0.97371,0.99288,0.98752,0.21361,0.31183,0.44327,0.00103718,0.00103718,0.00103718
55,6229.3,0.11646,0.2556,0.95511,0.99387,0.98319,0.99402,0.98958,0.19687,0.23742,0.41161,0.00100971,0.00100971,0.00100971
56,6342.47,0.11457,0.25048,0.95485,0.9886,0.9846,0.99202,0.98843,0.22578,0.27589,0.46398,0.000982338,0.000982338,0.000982338
57,6455.64,0.10822,0.23509,0.94876,0.98078,0.97525,0.99117,0.98503,0.23103,0.28996,0.46758,0.000955104,0.000955104,0.000955104
58,6568.9,0.11273,0.23907,0.95176,0.99512,0.98028,0.99252,0.98655,0.26073,0.26125,0.532,0.000928034,0.000928034,0.000928034
59,6682.17,0.10946,0.23345,0.95306,0.9957,0.98343,0.99237,0.98715,0.21887,0.24665,0.44277,0.000901153,0.000901153,0.000901153
60,6795.54,0.10939,0.23682,0.94795,0.99169,0.98253,0.99295,0.98613,0.22708,0.27112,0.45799,0.000874488,0.000874488,0.000874488
61,6908.85,0.10593,0.23729,0.95087,0.98125,0.91804,0.96867,0.96458,0.21245,0.42594,0.4323,0.000848065,0.000848065,0.000848065
62,7022.05,0.10758,0.22578,0.94845,0.99162,0.97993,0.9926,0.98693,0.24085,0.2737,0.46262,0.000821911,0.000821911,0.000821911
63,7135.29,0.10327,0.22863,0.95021,0.95572,0.86327,0.93634,0.93212,0.22715,0.63851,0.44415,0.00079605,0.00079605,0.00079605
64,7248.75,0.10277,0.22366,0.9478,0.98295,0.97437,0.99042,0.98472,0.23207,0.29397,0.46572,0.00077051,0.00077051,0.00077051
65,7362.11,0.10089,0.2231,0.94959,0.99449,0.97924,0.99047,0.98523,0.22378,0.47212,0.46303,0.000745314,0.000745314,0.000745314
66,7475.44,0.10356,0.23103,0.94777,0.98165,0.84819,0.90248,0.89806,0.22822,0.71939,0.46622,0.000720488,0.000720488,0.000720488
67,7588.79,0.10308,0.22811,0.94947,0.98763,0.96894,0.99092,0.98423,0.21541,0.34099,0.43343,0.000696057,0.000696057,0.000696057
68,7702,0.1027,0.21009,0.95027,0.98828,0.95901,0.98788,0.98291,0.23082,0.47368,0.46371,0.000672044,0.000672044,0.000672044
69,7815.22,0.10048,0.21742,0.94656,0.98661,0.97486,0.99037,0.98629,0.2304,0.27381,0.46017,0.000648472,0.000648472,0.000648472
70,7928.53,0.09486,0.2053,0.94803,0.98671,0.9437,0.97823,0.97154,0.23119,0.33901,0.47258,0.000625367,0.000625367,0.000625367
71,8041.86,0.10084,0.2082,0.94868,0.97951,0.91859,0.96997,0.96202,0.22456,0.41016,0.45299,0.000602749,0.000602749,0.000602749
72,8155.1,0.09556,0.21136,0.94279,0.99265,0.96872,0.99086,0.98614,0.22159,0.26939,0.44952,0.000580642,0.000580642,0.000580642
73,8268.32,0.09927,0.22176,0.94647,0.99475,0.98226,0.99402,0.98938,0.22513,0.24074,0.45393,0.000559067,0.000559067,0.000559067
74,8381.59,0.09559,0.20797,0.94393,0.98648,0.96635,0.99198,0.98751,0.22817,0.28856,0.46751,0.000538046,0.000538046,0.000538046
75,8494.86,0.09099,0.19694,0.9424,0.99143,0.95189,0.98464,0.97941,0.24365,0.28106,0.48368,0.000517599,0.000517599,0.000517599
76,8608.15,0.09499,0.20917,0.94701,0.98369,0.95141,0.9818,0.97775,0.22499,0.33924,0.44803,0.000497746,0.000497746,0.000497746
77,8721.43,0.09763,0.21262,0.95157,0.98586,0.96591,0.98817,0.98346,0.22366,0.26883,0.44651,0.000478508,0.000478508,0.000478508
78,8834.58,0.09157,0.19474,0.94753,0.98868,0.98475,0.9927,0.98817,0.21357,0.24334,0.43163,0.000459902,0.000459902,0.000459902
79,8947.71,0.09125,0.19773,0.94522,0.99418,0.98343,0.99163,0.98906,0.21015,0.24745,0.42221,0.000441948,0.000441948,0.000441948
80,9060.82,0.09284,0.19961,0.94304,0.9902,0.97621,0.99111,0.98657,0.19904,0.27526,0.40387,0.000424664,0.000424664,0.000424664
81,9174.07,0.08816,0.19678,0.94322,0.99623,0.98343,0.99331,0.98853,0.21266,0.24534,0.43552,0.000408065,0.000408065,0.000408065
82,9287.37,0.08908,0.19143,0.94057,0.99455,0.97995,0.99351,0.98817,0.2182,0.245,0.43911,0.000392169,0.000392169,0.000392169
83,9400.52,0.08965,0.20011,0.94619,0.99292,0.9849,0.9939,0.9892,0.22082,0.2371,0.4418,0.000376991,0.000376991,0.000376991
84,9513.68,0.09083,0.19246,0.94336,0.98823,0.98041,0.99249,0.98679,0.23665,0.22533,0.47157,0.000362547,0.000362547,0.000362547
85,9626.96,0.08923,0.19144,0.94088,0.9929,0.97612,0.99286,0.98775,0.22023,0.24973,0.43657,0.00034885,0.00034885,0.00034885
