Class,Precision,Recall,mAP50,mAP50-95
open_eye,0.9847658031075234,0.9624096297663924,0.9927481470097386,0.9918128864242182
closed_eye,0.9963866893101885,0.9950372208436724,0.9927481470097386,0.9918128864242182
