epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
65,10044.5,0.11096,0.20304,0.944,0.99546,0.97891,0.99308,0.99057,0.15931,0.23288,0.5652,0.000745314,0.000745314,0.000745314
66,10199,0.10908,0.20312,0.94192,0.99241,0.98511,0.99227,0.99192,0.15318,0.20256,0.55084,0.000720488,0.000720488,0.000720488
67,10353.5,0.10856,0.20517,0.94351,0.98809,0.98348,0.98676,0.98619,0.17444,0.31299,0.59733,0.000696057,0.000696057,0.000696057
68,10508,0.10474,0.19866,0.94066,0.9987,0.97214,0.99384,0.99111,0.15877,0.31434,0.56014,0.000672044,0.000672044,0.000672044
69,10662.4,0.10617,0.19914,0.9396,0.99739,0.97101,0.99267,0.99022,0.15107,0.24728,0.55073,0.000648472,0.000648472,0.000648472
70,10816.9,0.10263,0.18992,0.94345,0.9949,0.97971,0.99371,0.99116,0.17437,0.20872,0.59576,0.000625367,0.000625367,0.000625367
71,10971.4,0.10381,0.19195,0.94313,0.99778,0.97139,0.99178,0.9904,0.16644,0.29536,0.57134,0.000602749,0.000602749,0.000602749
72,11125.9,0.10212,0.19298,0.94189,0.98714,0.97474,0.98938,0.98815,0.17088,0.26459,0.57614,0.000580642,0.000580642,0.000580642
73,11280.2,0.10427,0.19061,0.93955,0.99372,0.9727,0.99368,0.9914,0.17062,0.22645,0.5829,0.000559067,0.000559067,0.000559067
74,11434.8,0.10437,0.19496,0.93776,0.99325,0.97012,0.99163,0.98881,0.19502,0.20972,0.61965,0.000538046,0.000538046,0.000538046
75,11589.3,0.10352,0.18974,0.94211,0.99467,0.97668,0.99226,0.98963,0.17149,0.24302,0.58016,0.000517599,0.000517599,0.000517599
76,11743.6,0.10135,0.18421,0.93523,0.98912,0.98015,0.99109,0.98954,0.17828,0.27629,0.58398,0.000497746,0.000497746,0.000497746
77,11898.2,0.10142,0.19318,0.94025,0.98821,0.97891,0.99285,0.99026,0.18037,0.24563,0.58846,0.000478508,0.000478508,0.000478508
78,12052.5,0.0974,0.18755,0.93802,0.98484,0.97249,0.99168,0.98743,0.17,0.243,0.58153,0.000459902,0.000459902,0.000459902
79,12207,0.09791,0.18416,0.93939,0.99363,0.9765,0.99185,0.98978,0.15733,0.22367,0.5527,0.000441948,0.000441948,0.000441948
80,12361.4,0.09653,0.17603,0.93977,0.99594,0.97891,0.99327,0.99194,0.16216,0.26382,0.56322,0.000424664,0.000424664,0.000424664
81,12516,0.09528,0.17618,0.93468,0.99508,0.97891,0.99249,0.9898,0.15297,0.2249,0.54967,0.000408065,0.000408065,0.000408065
82,12670.7,0.09623,0.17336,0.93705,0.99564,0.97552,0.99083,0.98986,0.1545,0.21297,0.5531,0.000392169,0.000392169,0.000392169
83,12825.1,0.09546,0.17686,0.93705,0.99503,0.97823,0.9911,0.98977,0.16031,0.26572,0.56603,0.000376991,0.000376991,0.000376991
84,12979.5,0.0948,0.1795,0.93577,0.98897,0.97643,0.99007,0.98728,0.15788,0.28667,0.55736,0.000362547,0.000362547,0.000362547
85,13133.7,0.09032,0.16879,0.93881,0.99063,0.98004,0.99095,0.98993,0.15621,0.21858,0.55374,0.00034885,0.00034885,0.00034885
86,13288.3,0.09452,0.17499,0.93635,0.99557,0.97782,0.9928,0.99107,0.15134,0.22196,0.54832,0.000335914,0.000335914,0.000335914
87,13442.7,0.0937,0.17808,0.93806,0.9901,0.97891,0.98994,0.9881,0.15045,0.26694,0.54901,0.000323752,0.000323752,0.000323752
88,13597,0.09025,0.17126,0.93534,0.99384,0.97689,0.99161,0.98926,0.16497,0.28163,0.5623,0.000312376,0.000312376,0.000312376
89,13751.4,0.09265,0.17325,0.93695,0.99577,0.97896,0.99295,0.99098,0.1648,0.29943,0.56608,0.000301797,0.000301797,0.000301797
90,13905.9,0.09117,0.17486,0.93498,0.98106,0.97936,0.99059,0.98834,0.15021,0.30036,0.54978,0.000292025,0.000292025,0.000292025
91,14060.3,0.04867,0.07404,0.93752,0.98986,0.97357,0.99178,0.98887,0.15155,0.30051,0.54783,0.00028307,0.00028307,0.00028307
92,14214.1,0.0476,0.07005,0.93487,0.98869,0.98017,0.99155,0.99051,0.14823,0.19418,0.54514,0.000274942,0.000274942,0.000274942
93,14367.8,0.04579,0.06604,0.9355,0.99272,0.97977,0.99047,0.98977,0.15457,0.23412,0.55127,0.000267647,0.000267647,0.000267647
94,14521.7,0.047,0.0716,0.9336,0.99454,0.9784,0.99114,0.99031,0.15888,0.34172,0.55622,0.000261193,0.000261193,0.000261193
95,14676.4,0.04681,0.06858,0.93061,0.99149,0.97843,0.99151,0.9907,0.15782,0.33492,0.55456,0.000255587,0.000255587,0.000255587
96,14848.6,0.0456,0.06677,0.93746,0.99254,0.97525,0.99163,0.99034,0.15515,0.33615,0.55314,0.000250834,0.000250834,0.000250834
97,15022.2,0.04503,0.06868,0.93459,0.99107,0.97395,0.99157,0.9896,0.1506,0.32811,0.54883,0.000246939,0.000246939,0.000246939
98,15195.6,0.04563,0.06714,0.93087,0.99254,0.97359,0.99253,0.99074,0.15941,0.34745,0.55719,0.000243905,0.000243905,0.000243905
99,15368.9,0.04529,0.06358,0.93442,0.98909,0.97588,0.9925,0.99003,0.16372,0.33379,0.55885,0.000241736,0.000241736,0.000241736
100,15541.8,0.04366,0.06198,0.93298,0.99241,0.9665,0.99154,0.98906,0.15275,0.34558,0.5483,0.000240434,0.000240434,0.000240434
